u,v,length,highway,geometry,edge_id
1817170763,7374229652,52.342,residential,"LINESTRING (77.669796 12.8230406, 77.6699866 12.8234183, 77.6700002 12.8234381, 77.6700222 12.8234527)",233
1817170815,11176019020,32.674,tertiary,"LINESTRING (77.6694072 12.8216682, 77.669531 12.8219361)",234
1817170815,11207589511,23.392,tertiary,"LINESTRING (77.6694072 12.8216682, 77.6693386 12.8215091, 77.6693215 12.8214752)",235
1817170815,7374229668,163.84099999999998,residential,"LINESTRING (77.6694072 12.8216682, 77.6692056 12.821704, 77.6691768 12.821721, 77.6691565 12.8217465, 77.6691441 12.8217794, 77.6691458 12.8218142, 77.6692201 12.822087, 77.669226 12.8221096, 77.6692301 12.8221337, 77.6692483 12.8224052, 77.6692427 12.8224418, 77.6692246 12.8224748, 77.6691964 12.8224954, 77.6691555 12.8225109, 77.6691234 12.822521, 77.6691 12.8225375, 77.6690827 12.8225689, 77.6690929 12.8226773, 77.6691009 12.8227038, 77.6691136 12.8227308, 77.6691786 12.8228352)",236
1817171091,12198983535,199.93300000000002,tertiary,"LINESTRING (77.6793461 12.8352241, 77.6793348 12.8352552, 77.6790835 12.835944, 77.6789705 12.8362182, 77.6788643 12.8364758, 77.6788289 12.8365618, 77.6787684 12.8367086, 77.6786881 12.8369034)",237
1817171091,10672725301,549.597,tertiary,"LINESTRING (77.6793461 12.8352241, 77.6798566 12.833825, 77.6800395 12.8333238, 77.6800956 12.8331454, 77.6801677 12.8329158, 77.6802623 12.8326147, 77.6808255 12.8308117, 77.6809124 12.8305247)",238
1817171091,10199613951,58.996,residential,"LINESTRING (77.6793461 12.8352241, 77.6792515 12.8350645, 77.6791021 12.8347504)",239
1817171264,11400095500,775.809,residential,"LINESTRING (77.6754727 12.8285727, 77.6754501 12.8287276, 77.675428 12.8288789, 77.6752081 12.8292136, 77.67496 12.8297086, 77.6748339 12.8298916, 77.6746636 12.8301787, 77.674677 12.830299, 77.6748004 12.8305343, 77.675074 12.8308534, 77.6754388 12.8313084, 77.6756426 12.8315752, 77.6759296 12.8318158, 77.675994 12.8318317, 77.6760879 12.831855, 77.676277 12.8318583, 77.6764687 12.8318812, 77.676631 12.8320257, 77.6766849 12.8320741, 77.6767262 12.8321113, 77.676808 12.832146, 77.6769475 12.8321303, 77.6770025 12.8322578, 77.6771446 12.832637, 77.6773069 12.8325566, 77.6778018 12.8323598, 77.6778621 12.8323787, 77.6782196 12.8329717)",240
1817171264,2389211786,320.58000000000004,residential,"LINESTRING (77.6754727 12.8285727, 77.6761433 12.8282876, 77.6768371 12.8281098, 77.6770805 12.8280328, 77.6772401 12.8280296, 77.6773801 12.8280074, 77.677543 12.8279725, 77.6778193 12.8278827, 77.677924 12.8278486, 77.6782634 12.8276774)",241
1817171264,1472212691,97.36,residential,"LINESTRING (77.6754727 12.8285727, 77.6754629 12.8284186, 77.6754685 12.8282566, 77.675428 12.8279897, 77.6753777 12.8277046)",242
1827508659,7374851866,10.158,tertiary,"LINESTRING (77.6605374 12.8202664, 77.660444 12.8202736)",243
1827508664,1827508665,12.828,residential,"LINESTRING (77.6605501 12.8218888, 77.6604358 12.8219186)",244
1827508664,1827508659,180.41000000000003,tertiary,"LINESTRING (77.6605501 12.8218888, 77.6605475 12.8214837, 77.6605471 12.8214212, 77.6605404 12.8203992, 77.6605374 12.8202664)",245
1827508665,1827508676,11.188,tertiary,"LINESTRING (77.6604358 12.8219186, 77.660444 12.8220189)",246
1827508676,6144348201,13.912,residential,"LINESTRING (77.660444 12.8220189, 77.6605709 12.8220004)",247
1827508676,5290960158,275.801,tertiary,"LINESTRING (77.660444 12.8220189, 77.6605558 12.8224366, 77.660715 12.8228496, 77.6608178 12.8230597, 77.6609402 12.8232459, 77.6610234 12.8234082, 77.6611948 12.8236326, 77.6616574 12.8241577)",248
1827508717,6180426978,13.91,tertiary,"LINESTRING (77.6633278 12.8270583, 77.6634495 12.8270187)",249
1827508717,1827508771,370.63,tertiary,"LINESTRING (77.6633278 12.8270583, 77.6634105 12.8275214, 77.6634938 12.8279845, 77.6636314 12.8286333, 77.66367 12.8288152, 77.6640362 12.830318)",250
1827508749,10035539009,147.249,residential,"LINESTRING (77.670404 12.8283912, 77.6711153 12.8295193)",251
1827508749,10199108576,14.609,tertiary,"LINESTRING (77.670404 12.8283912, 77.6705219 12.8283276)",252
1827508749,11217424749,114.261,tertiary,"LINESTRING (77.670404 12.8283912, 77.6703012 12.8284294, 77.67012 12.8284199, 77.6699731 12.8284342, 77.6698703 12.8285106, 77.6697528 12.8286347, 77.6697087 12.8287684, 77.6696842 12.8289307)",253
1827508768,10198948157,23.729,residential,"LINESTRING (77.6679601 12.8298215, 77.6679928 12.8300325)",254
1827508768,10198946518,18.414,tertiary,"LINESTRING (77.6679601 12.8298215, 77.66786 12.8297885, 77.6678066 12.8297538)",255
